UAV1_x,UAV1_y,UAV2_x,UAV2_y
-156.70412902941234,87.18710140271232,-192.99871932593882,22.84786411790906
-156.88578959190315,88.145993115845,-193.17766388585216,22.089308583889775
-156.71685101996752,88.91010753207412,-193.73563698094242,21.56639454236432
-156.35903932771393,89.56929243701549,-193.83370794736467,20.76290923418333
-156.01885291853577,90.23826916588766,-193.86089999515875,19.92004674898667
-155.24213762202893,90.66472984624389,-194.0470715488901,19.178112501964655
-154.97406110021947,91.3737676236542,-194.79742381432342,18.73700569323425
-154.5805536699085,92.01312156300814,-195.2885782616835,18.151900096685374
-154.14690931285025,92.63017720972469,-195.68986013515772,17.516865292422125
-150.0,100.0,-200.0,10.0
